Approp Code,Agency,Agency Name,Div,Division Name,Appropriation Name,Appropriation,Fund Name,Fund,Fund Category Name,Appropriation Type,Capital Line, FY14 Actual Approp , FY14 Actual Expend , FY15 Actual Approp , FY15 Estimate Expend , FY16 Governors Proposed 
494-60-0011-49000013,494,Department Of Transportation,60,Aeronautics,Purposes Described in Sections 31 and 34 of the Illinois Aeronautics Act,49000013,Road Fund,11,Highway Funds,Reappropriation,No,1131933,186918.53,0,0,0
494-60-0011-49000014,494,Department Of Transportation,60,Aeronautics,Purposes Described in Sections 31 and 34 of the Illinois Aeronautics Act,49000014,Road Fund,11,Highway Funds,Reappropriation,No,0,0,1345015,300000,0
494-60-0011-49000015,494,Department Of Transportation,60,Aeronautics,Purposes Described in Sections 31 and 34 of the Illinois Aeronautics Act,49000015,Road Fund,11,Highway Funds,Reappropriation,No,0,0,0,0,1245015
494-60-0046-13000000,494,Department Of Transportation,60,Aeronautics,Commodities,13000000,Aeronautics Fund,46,Special State Funds,New Appropriation,No,49500,10500,449500,374900,299500
494-60-0046-99390000,494,Department Of Transportation,60,Aeronautics,Refunds,99390000,Aeronautics Fund,46,Special State Funds,New Appropriation,No,500,0,500,100,500
494-60-0095-49000000,494,Department Of Transportation,60,Aeronautics,Statewide - Financial Assistance to Airports (Federal and Local Share),49000000,Federal/State/Local Airport Fund,95,Federal Trust Funds,New Appropriation,Yes,120000000,0,110000000,0,110000000
494-60-0095-49000013,494,Department Of Transportation,60,Aeronautics,Statewide - Financial Assistance to Airports (Federal and Local Share),49000013,Federal/State/Local Airport Fund,95,Federal Trust Funds,Reappropriation,Yes,536443816,62616323.81,0,0,0
494-60-0095-49000014,494,Department Of Transportation,60,Aeronautics,Statewide - Financial Assistance to Airports (Federal and Local Share),49000014,Federal/State/Local Airport Fund,95,Federal Trust Funds,Reappropriation,Yes,0,0,593827493,100000000,0
494-60-0095-49000015,494,Department Of Transportation,60,Aeronautics,Statewide - Financial Assistance to Airports (Federal and Local Share),49000015,Federal/State/Local Airport Fund,95,Federal Trust Funds,Reappropriation,Yes,0,0,0,0,603827493
494-60-0249-79000000,494,Department Of Transportation,60,Aeronautics,"South Suburban Airport Expenses, Including Public-private Partnerships",79000000,South Suburban Airport Improvement Fund,249,Special State Funds,New Appropriation,Yes,0,0,5000000,0,5000000
494-60-0306-49000000,494,Department Of Transportation,60,Aeronautics,To the  Metropolitan Airport Authority of Rock Island County,49000000,I-FLY Fund,306,Special State Funds,New Appropriation,No,0,0,1500000,0,0
494-60-0309-12000000,494,Department Of Transportation,60,Aeronautics,Contractual Services,12000000,Air Transportation Revolving Fund,309,Revolving Funds,New Appropriation,No,750000,674746.8,900000,850000,900000
494-60-0310-19000000,494,Department Of Transportation,60,Aeronautics,To Compensate Taxing Districts for Leasehold Taxes and Refunds,19000000,Tax Recovery Fund,310,Special State Funds,New Appropriation,No,600000,599695.25,600000,600000,1250000
494-60-0554-49000012,494,Department Of Transportation,60,Aeronautics,Statewide - Grants and Awards for Air Navigation,49000012,"Transportation Bond, Series B Fund",554,Bond Financed Funds,Reappropriation,Yes,29197100,3925098.8,25272002,12000000,13272002
494-60-0554-49000100,494,Department Of Transportation,60,Aeronautics,AWOS Reimbursements,49000100,"Transportation Bond, Series B Fund",554,Bond Financed Funds,New Appropriation,Yes,150000,146367.18,0,0,0
494-60-0554-77000000,494,Department Of Transportation,60,Aeronautics,South Suburban Airport,77000000,"Transportation Bond, Series B Fund",554,Bond Financed Funds,New Appropriation,Yes,62207897,12019795.91,0,0,0
494-60-0554-77000010,494,Department Of Transportation,60,Aeronautics,South Suburban Airport,77000010,"Transportation Bond, Series B Fund",554,Bond Financed Funds,Reappropriation,Yes,28119816,28119816,0,0,0
494-60-0554-77000014,494,Department Of Transportation,60,Aeronautics,South Suburban Airport,77000014,"Transportation Bond, Series B Fund",554,Bond Financed Funds,Reappropriation,Yes,0,0,50188102,8000000,42188102
494-60-0554-77000100,494,Department Of Transportation,60,Aeronautics,Land Acquisition for the South Suburban Airport,77000100,"Transportation Bond, Series B Fund",554,Bond Financed Funds,New Appropriation,Yes,8844302,8844302,0,0,0
494-60-0554-77000110,494,Department Of Transportation,60,Aeronautics,Land Acquisition for the South Suburban Airport,77000110,"Transportation Bond, Series B Fund",554,Bond Financed Funds,Reappropriation,Yes,1704273,1704273,0,0,0
494-70-0011-11200000,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Personal Services,11200000,Road Fund,11,Highway Funds,New Appropriation,No,1367500,1351101.4,1549100,1352800,1455000
494-70-0011-11200200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Personal Services,11200200,Road Fund,11,Highway Funds,New Appropriation,No,2369700,2259128.68,2613100,2271800,2357000
494-70-0011-11610000,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Retirement,11610000,Road Fund,11,Highway Funds,New Appropriation,No,551300,545309.95,655900,573400,663500
494-70-0011-11610200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Retirement,11610200,Road Fund,11,Highway Funds,New Appropriation,No,995600,912469.89,1106300,963000,1074700
494-70-0011-11700000,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Social Security,11700000,Road Fund,11,Highway Funds,New Appropriation,No,102000,98528.43,114800,99300,107800
494-70-0011-11700200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Social Security,11700200,Road Fund,11,Highway Funds,New Appropriation,No,184800,165823.3,193900,166800,174700
494-70-0011-12000000,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Contractual Services,12000000,Road Fund,11,Highway Funds,New Appropriation,No,224024,112770.85,926200,624000,1280500
494-70-0011-12000200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Contractual Services,12000200,Road Fund,11,Highway Funds,New Appropriation,No,688000,585941.66,800000,951000,968700
494-70-0011-12000600,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Contractual Services,12000600,Road Fund,11,Highway Funds,New Appropriation,No,130600,122197.36,300000,306500,310100
494-70-0011-12000800,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Contractual Services,12000800,Road Fund,11,Highway Funds,New Appropriation,No,253200,155447.6,300000,330000,335600
494-70-0011-12900000,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Travel,12900000,Road Fund,11,Highway Funds,New Appropriation,No,40400,21477.79,40000,37500,38300
494-70-0011-12900200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Travel,12900200,Road Fund,11,Highway Funds,New Appropriation,No,151100,64248.34,210000,210000,194200
494-70-0011-12900600,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Travel,12900600,Road Fund,11,Highway Funds,New Appropriation,No,29800,1234.96,20000,11000,12300
494-70-0011-12900800,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Travel,12900800,Road Fund,11,Highway Funds,New Appropriation,No,35700,1944.32,27100,24000,19500
494-70-0011-13000000,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Commodities,13000000,Road Fund,11,Highway Funds,New Appropriation,No,235500,58760.27,200000,200000,193900
494-70-0011-13000200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Commodities,13000200,Road Fund,11,Highway Funds,New Appropriation,No,56000,12202.16,65000,65000,66300
494-70-0011-13000600,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Commodities,13000600,Road Fund,11,Highway Funds,New Appropriation,No,93700,88516.45,110000,101000,95000
494-70-0011-13000800,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Commodities,13000800,Road Fund,11,Highway Funds,New Appropriation,No,21900,0,17500,16500,16900
494-70-0011-13020000,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Printing,13020000,Road Fund,11,Highway Funds,New Appropriation,No,140300,73366.4,95000,90000,91800
494-70-0011-13020200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Printing,13020200,Road Fund,11,Highway Funds,New Appropriation,No,11200,0,10200,10000,10200
494-70-0011-13020600,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Printing,13020600,Road Fund,11,Highway Funds,New Appropriation,No,5000,0,6500,5500,5600
494-70-0011-13020800,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Printing,13020800,Road Fund,11,Highway Funds,New Appropriation,No,15300,10989,15000,15000,15300
494-70-0011-15000000,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Equipment,15000000,Road Fund,11,Highway Funds,New Appropriation,No,60000,4753.3,40000,40000,35000
494-70-0011-15000200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Equipment,15000200,Road Fund,11,Highway Funds,New Appropriation,No,85000,11141.48,55000,55000,50000
494-70-0011-15000600,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Equipment,15000600,Road Fund,11,Highway Funds,New Appropriation,No,0,0,135000,132000,115000
494-70-0011-15000800,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Equipment,15000800,Road Fund,11,Highway Funds,New Appropriation,No,100000,51631,57500,54000,54000
494-70-0011-17000200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Telecommunications,17000200,Road Fund,11,Highway Funds,New Appropriation,No,105000,59633.94,90000,90000,91800
494-70-0011-44000011,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Highway Safety Project Grants,44000011,Road Fund,11,Highway Funds,Reappropriation,No,3797500,0,0,0,0
494-70-0011-44000611,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government 0.08 Incentive Grants,44000611,Road Fund,11,Highway Funds,Reappropriation,No,5391200,0,0,0,0
494-70-0011-44000811,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Alcohol Safety Grants,44000811,Road Fund,11,Highway Funds,Reappropriation,No,3564627,0,0,0,0
494-70-0011-49000000,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Highway Safety Project Grants,49000000,Road Fund,11,Highway Funds,New Appropriation,No,7500000,2567779.51,7500000,2200000,7500000
494-70-0011-49000013,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Highway Safety Project Grants,49000013,Road Fund,11,Highway Funds,Reappropriation,No,11112312,4947341.03,0,0,0
494-70-0011-49000014,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Highway Safety Project Grants,49000014,Road Fund,11,Highway Funds,Reappropriation,No,0,0,11097192,6000000,0
494-70-0011-49000015,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Highway Safety Project Grants,49000015,Road Fund,11,Highway Funds,Reappropriation,No,0,0,0,0,10397192
494-70-0011-49000200,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Motor Carrier Safety Grants,49000200,Road Fund,11,Highway Funds,New Appropriation,No,135800,0,100000,0,100000
494-70-0011-49000213,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Motor Carrier Safety Grants,49000213,Road Fund,11,Highway Funds,Reappropriation,No,283194,0,0,0,0
494-70-0011-49000214,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Motor Carrier Safety Grants,49000214,Road Fund,11,Highway Funds,Reappropriation,No,0,0,418994,0,0
494-70-0011-49000215,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Motor Carrier Safety Grants,49000215,Road Fund,11,Highway Funds,Reappropriation,No,0,0,0,0,418994
494-70-0011-49000600,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government 0.08 Incentive Grants,49000600,Road Fund,11,Highway Funds,New Appropriation,No,3000000,844.96,3000000,800000,1500000
494-70-0011-49000613,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government 0.08 Incentive Grants,49000613,Road Fund,11,Highway Funds,Reappropriation,No,6718019,799892.38,0,0,0
494-70-0011-49000614,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government 0.08 Incentive Grants,49000614,Road Fund,11,Highway Funds,Reappropriation,No,0,0,8917282,1800000,0
494-70-0011-49000615,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government 0.08 Incentive Grants,49000615,Road Fund,11,Highway Funds,Reappropriation,No,0,0,0,0,5317282
494-70-0011-49000800,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Alcohol Safety Grants,49000800,Road Fund,11,Highway Funds,New Appropriation,No,2000000,517920.76,2000000,700000,2000000
494-70-0011-49000813,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Alcohol Safety Grants,49000813,Road Fund,11,Highway Funds,Reappropriation,No,4356881,1376244.14,0,0,0
494-70-0011-49000814,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Alcohol Safety Grants,49000814,Road Fund,11,Highway Funds,Reappropriation,No,0,0,4462717,1300000,0
494-70-0011-49000815,494,Department Of Transportation,70,Highway Safety Program - Traffic Safety,Local Government Alcohol Safety Grants,49000815,Road Fund,11,Highway Funds,Reappropriation,No,0,0,0,0,3962717
494-72-0011-11200000,494,Department Of Transportation,72,Highway Safety Program - Secretary of State,Personal Services,11200000,Road Fund,11,Highway Funds,New Appropriation,No,120800,89361.98,122000,100000,0
